date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
1995-01-01 01:00:00,-10.8,63,2.1,350,0,0,0
1995-01-01 02:00:00,-11.1,60,1.6,350,0,0,0
1995-01-01 03:00:00,-11.4,58,1.2,350,0,0,0
1995-01-01 04:00:00,-11.7,55,0.8,360,0,0,0
1995-01-01 05:00:00,-15.2,71,0.4,360,0,0,0
1995-01-01 06:00:00,-15.0,66,0.0,0,0,0,0
1995-01-01 07:00:00,-15.0,66,0.0,0,0,0,0
1995-01-01 08:00:00,-15.6,81,2.0,320,0,0,0
1995-01-01 09:00:00,-13.9,63,2.0,350,45,331,21
1995-01-01 10:00:00,-12.3,57,0.0,0,185,667,42
1995-01-01 11:00:00,-9.3,52,0.0,0,316,802,56
1995-01-01 12:00:00,-6.7,48,0.0,0,403,859,65
1995-01-01 13:00:00,-6.2,41,0.0,0,435,876,68
1995-01-01 14:00:00,-4.5,44,0.0,0,408,861,65
1995-01-01 15:00:00,-3.4,49,0.0,0,325,806,57
1995-01-01 16:00:00,-3.4,42,0.0,0,197,680,43
1995-01-01 17:00:00,-5.0,58,0.0,0,57,372,24
1995-01-01 18:00:00,-6.9,71,0.8,350,0,14,0
1995-01-01 19:00:00,-8.5,82,1.7,350,0,0,0
1995-01-01 20:00:00,-11.7,86,2.5,340,0,0,0
1995-01-01 21:00:00,-9.2,95,2.3,340,0,0,0
1995-01-01 22:00:00,-9.6,91,2.0,340,0,0,0
1995-01-01 23:00:00,-10.0,87,1.8,350,0,0,0
1995-01-02 00:00:00,-10.4,84,1.5,350,0,0,0
1995-01-02 01:00:00,-10.8,81,1.3,350,0,0,0
1995-01-02 02:00:00,-11.2,78,1.0,350,0,0,0
1995-01-02 03:00:00,-11.6,75,0.8,350,0,0,0
1995-01-02 04:00:00,-12.0,72,0.5,360,0,0,0
1995-01-02 05:00:00,-12.4,69,0.3,360,0,0,0
1995-01-02 06:00:00,-11.7,66,0.0,0,0,0,0
1995-01-02 07:00:00,-12.6,75,0.0,0,0,0,0
1995-01-02 08:00:00,-13.4,82,0.0,0,0,0,0
1995-01-02 09:00:00,-11.9,73,0.0,0,25,16,23
1995-01-02 10:00:00,-9.8,64,0.0,0,161,35,154
1995-01-02 11:00:00,-6.7,55,0.0,0,137,0,137
1995-01-02 12:00:00,-5.0,58,2.0,130,172,0,172
1995-01-02 13:00:00,-3.4,44,0.0,0,186,0,186
1995-01-02 14:00:00,-3.5,50,0.0,0,146,0,145
1995-01-02 15:00:00,-3.1,55,0.0,0,201,106,166
1995-01-02 16:00:00,-3.9,62,0.0,0,151,140,119
1995-01-02 17:00:00,-4.5,59,2.0,350,55,328,25
1995-01-02 18:00:00,-5.4,64,1.9,350,0,13,0
1995-01-02 19:00:00,-6.0,66,1.7,350,0,0,0
1995-01-02 20:00:00,-8.3,63,1.6,350,0,0,0
1995-01-02 21:00:00,-6.4,71,1.4,350,0,0,0
1995-01-02 22:00:00,-7.5,70,1.3,350,0,0,0
1995-01-02 23:00:00,-8.6,69,1.1,350,0,0,0
1995-01-03 00:00:00,-9.7,68,1.0,360,0,0,0
1995-01-03 01:00:00,-10.7,66,0.9,360,0,0,0
1995-01-03 02:00:00,-11.8,65,0.7,360,0,0,0
1995-01-03 03:00:00,-12.9,64,0.6,360,0,0,0
1995-01-03 04:00:00,-14.0,63,0.4,360,0,0,0
1995-01-03 05:00:00,-15.0,61,0.3,360,0,0,0
1995-01-03 06:00:00,-15.0,60,0.1,360,0,0,0
1995-01-03 07:00:00,-15.6,62,0.0,0,0,0,0
1995-01-03 08:00:00,-16.2,70,0.0,0,0,0,0
1995-01-03 09:00:00,-13.9,81,0.0,0,50,439,17
1995-01-03 10:00:00,-10.6,70,0.0,0,195,750,34
1995-01-03 11:00:00,-7.8,61,0.0,0,328,870,45
1995-01-03 12:00:00,-5.7,55,0.0,0,417,921,53
1995-01-03 13:00:00,-4.1,49,0.0,0,451,936,55
1995-01-03 14:00:00,-3.4,47,0.0,0,424,924,53
1995-01-03 15:00:00,-2.3,44,0.0,0,341,877,46
1995-01-03 16:00:00,-0.6,47,0.0,0,213,769,35
1995-01-03 17:00:00,-2.8,46,0.0,0,66,494,20
1995-01-03 18:00:00,-3.9,52,0.2,10,0,33,0
1995-01-03 19:00:00,-4.6,54,0.3,10,0,0,0
1995-01-03 20:00:00,-7.0,52,0.5,20,0,0,0
1995-01-03 21:00:00,-5.3,61,0.7,20,0,0,0
1995-01-03 22:00:00,-6.5,61,0.8,30,0,0,0
1995-01-03 23:00:00,-7.7,61,1.0,30,0,0,0
1995-01-04 00:00:00,-8.9,61,1.2,40,0,0,0
1995-01-04 01:00:00,-10.1,61,1.3,40,0,0,0
1995-01-04 02:00:00,-11.4,62,1.5,50,0,0,0
1995-01-04 03:00:00,-12.6,62,1.7,50,0,0,0
1995-01-04 04:00:00,-13.8,62,1.8,60,0,0,0
1995-01-04 05:00:00,-15.0,62,2.0,60,0,0,0
1995-01-04 06:00:00,-15.0,66,0.0,0,0,0,0
1995-01-04 07:00:00,-14.2,65,0.0,0,0,0,0
1995-01-04 08:00:00,-13.4,63,0.0,0,0,0,0
1995-01-04 09:00:00,-12.3,82,0.0,0,21,0,21
1995-01-04 10:00:00,-8.4,55,0.0,0,71,58,59
1995-01-04 11:00:00,-0.6,38,0.0,0,188,112,152
1995-01-04 12:00:00,-1.5,40,0.0,0,240,272,132
1995-01-04 13:00:00,-2.8,40,0.0,0,418,423,239
1995-01-04 14:00:00,-1.2,42,0.0,0,173,0,173
1995-01-04 15:00:00,-0.6,41,0.0,0,278,64,256
1995-01-04 16:00:00,-1.2,40,0.0,0,88,54,75
1995-01-04 17:00:00,-1.7,45,0.0,0,64,30,61
1995-01-04 18:00:00,-1.8,52,0.0,0,0,1,0
1995-01-04 19:00:00,-1.5,55,0.0,0,0,0,0
1995-01-04 20:00:00,-2.9,55,0.0,0,0,0,0
1995-01-04 21:00:00,-0.1,64,0.0,0,0,0,0
1995-01-04 22:00:00,-0.3,65,0.0,0,0,0,0
1995-01-04 23:00:00,-0.5,67,0.0,0,0,0,0
1995-01-05 00:00:00,-0.7,68,0.0,0,0,0,0
1995-01-05 01:00:00,-0.9,70,0.0,0,0,0,0
1995-01-05 02:00:00,-1.1,71,0.0,0,0,0,0
1995-01-05 03:00:00,-1.3,73,0.0,0,0,0,0
1995-01-05 04:00:00,-1.5,74,0.0,0,0,0,0
1995-01-05 05:00:00,-1.7,76,0.0,0,0,0,0
1995-01-05 06:00:00,-3.9,75,0.0,0,0,0,0
1995-01-05 07:00:00,-3.9,75,0.0,0,0,0,0
1995-01-05 08:00:00,-4.4,78,0.0,0,0,0,0
1995-01-05 09:00:00,-4.4,81,0.0,0,21,0,21
1995-01-05 10:00:00,-3.8,82,0.0,0,54,0,54
1995-01-05 11:00:00,-2.3,83,0.0,0,79,0,79
1995-01-05 12:00:00,-1.5,90,0.0,0,104,0,104
1995-01-05 13:00:00,-1.2,96,0.0,0,113,0,113
1995-01-05 14:00:00,-1.2,76,0.0,0,106,0,106
1995-01-05 15:00:00,-0.3,83,0.0,0,100,0,100
1995-01-05 16:00:00,-0.6,91,0.0,0,61,0,61
1995-01-05 17:00:00,-1.2,87,0.0,0,22,0,22
1995-01-05 18:00:00,-1.2,94,0.0,0,0,0,0
1995-01-05 19:00:00,-0.9,94,0.0,0,0,0,0
1995-01-05 20:00:00,-2.3,88,0.0,0,0,0,0
1995-01-05 21:00:00,0.5,96,0.0,0,0,0,0
1995-01-05 22:00:00,0.3,93,0.0,0,0,0,0
1995-01-05 23:00:00,0.1,89,0.0,0,0,0,0
1995-01-06 00:00:00,0.0,85,0.0,0,0,0,0
1995-01-06 01:00:00,-0.2,83,0.0,0,0,0,0
1995-01-06 02:00:00,-0.4,80,0.0,0,0,0,0
1995-01-06 03:00:00,-0.6,77,0.0,0,0,0,0
1995-01-06 04:00:00,-0.7,74,0.0,0,0,0,0
1995-01-06 05:00:00,-0.9,71,0.0,0,0,0,0
1995-01-06 06:00:00,0.0,69,0.0,0,0,0,0
1995-01-06 07:00:00,0.0,69,0.0,0,0,0,0
1995-01-06 08:00:00,-2.3,96,0.0,0,0,0,0
1995-01-06 09:00:00,-2.3,96,0.0,0,15,0,15
1995-01-06 10:00:00,-2.1,94,0.0,0,68,0,68
1995-01-06 11:00:00,-0.8,90,0.0,0,112,0,112
1995-01-06 12:00:00,0.0,87,0.0,0,141,0,141
1995-01-06 13:00:00,1.1,84,0.0,0,152,0,152
1995-01-06 14:00:00,0.5,92,2.0,180,144,0,144
1995-01-06 15:00:00,1.1,88,2.0,140,118,0,118
1995-01-06 16:00:00,1.1,84,3.0,150,76,0,76
1995-01-06 17:00:00,1.1,84,3.6,170,26,0,26
1995-01-06 18:00:00,0.7,91,2.4,110,0,0,0
1995-01-06 19:00:00,0.6,95,1.2,60,0,0,0
1995-01-06 20:00:00,-1.2,91,0.0,0,0,0,0
1995-01-06 21:00:00,1.4,100,0.4,20,0,0,0
1995-01-06 22:00:00,1.1,100,0.8,30,0,0,0
1995-01-06 23:00:00,0.7,100,1.2,50,0,0,0
1995-01-07 00:00:00,0.4,100,1.6,60,0,0,0
1995-01-07 01:00:00,0.0,99,2.1,80,0,0,0
1995-01-07 02:00:00,-0.3,98,2.5,90,0,0,0
1995-01-07 03:00:00,-0.7,98,2.9,110,0,0,0
1995-01-07 04:00:00,-1.0,97,3.3,120,0,0,0
1995-01-07 05:00:00,-1.3,96,3.7,140,0,0,0
1995-01-07 06:00:00,-0.6,95,4.1,150,0,0,0
1995-01-07 07:00:00,-0.6,91,3.0,150,0,0,0
1995-01-07 08:00:00,0.0,91,7.7,160,0,0,0
1995-01-07 09:00:00,0.0,87,5.1,170,24,0,24
1995-01-07 10:00:00,1.1,80,7.7,160,79,0,79
1995-01-07 11:00:00,2.1,76,6.4,170,123,0,123
1995-01-07 12:00:00,2.7,72,5.1,170,152,0,152
1995-01-07 13:00:00,3.3,69,3.0,300,163,0,163
1995-01-07 14:00:00,2.7,82,4.1,190,155,0,155
1995-01-07 15:00:00,2.7,75,3.0,150,129,0,129
