date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
1995-01-01 01:00:00,-9.5,67,5.1,100,0,0,0
1995-01-01 02:00:00,-9.5,64,6.1,100,0,0,0
1995-01-01 03:00:00,-10.0,67,5.1,110,0,0,0
1995-01-01 04:00:00,-11.2,71,6.1,100,0,0,0
1995-01-01 05:00:00,-10.6,67,6.1,100,0,0,0
1995-01-01 06:00:00,-11.7,74,5.6,100,0,0,0
1995-01-01 07:00:00,-11.2,74,6.1,100,0,0,0
1995-01-01 08:00:00,-12.3,74,6.1,100,0,9,0
1995-01-01 09:00:00,-10.6,67,7.7,100,63,214,44
1995-01-01 10:00:00,-10.6,63,8.2,100,207,528,85
1995-01-01 11:00:00,-9.5,61,5.1,100,283,550,95
1995-01-01 12:00:00,-6.7,55,5.1,100,333,581,95
1995-01-01 13:00:00,-5.6,53,5.1,100,442,560,198
1995-01-01 14:00:00,-3.9,51,4.1,100,429,761,115
1995-01-01 15:00:00,-3.4,46,0.0,0,345,629,128
1995-01-01 16:00:00,-4.5,56,2.0,310,204,586,65
1995-01-01 17:00:00,-5.6,65,2.0,340,37,25,34
1995-01-01 18:00:00,-7.3,71,2.0,360,0,3,0
1995-01-01 19:00:00,-6.7,61,0.0,0,0,0,0
1995-01-01 20:00:00,-6.7,61,0.5,30,0,0,0
1995-01-01 21:00:00,-7.8,61,6.1,80,0,0,0
1995-01-01 22:00:00,-7.3,56,4.1,70,0,0,0
1995-01-01 23:00:00,-7.3,53,5.1,100,0,0,0
1995-01-02 00:00:00,-7.3,56,3.0,90,0,0,0
1995-01-02 01:00:00,-7.3,56,5.1,90,0,0,0
1995-01-02 02:00:00,-7.3,50,2.0,90,0,0,0
1995-01-02 03:00:00,-7.8,52,6.6,100,0,0,0
1995-01-02 04:00:00,-7.3,61,8.2,110,0,0,0
1995-01-02 05:00:00,-8.4,58,6.1,80,0,0,0
1995-01-02 06:00:00,-8.4,58,5.1,100,0,0,0
1995-01-02 07:00:00,-8.4,55,6.6,90,0,0,0
1995-01-02 08:00:00,-7.8,55,4.1,90,0,0,0
1995-01-02 09:00:00,-7.8,58,4.1,90,33,8,32
1995-01-02 10:00:00,-6.7,58,4.6,100,73,0,73
1995-01-02 11:00:00,-5.6,55,2.5,50,124,0,124
1995-01-02 12:00:00,-3.9,46,1.0,90,160,0,160
1995-01-02 13:00:00,-3.9,46,0.0,0,174,0,174
1995-01-02 14:00:00,-3.4,44,0.0,0,162,0,162
