route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
19930,2,5182559,Ogden,,0,1155937,226296,1,1
19930,2,5182560,Ogden,,0,1155939,226296,1,1
19930,2,5182561,Ogden,,0,1155941,226296,1,1
19930,2,5182562,Ogden,,0,1155938,226296,1,1
19930,2,5182563,Ogden,,0,1155943,226296,1,1
19930,2,5182564,Ogden,,0,1155945,226296,1,1
19930,2,5182565,Ogden,,0,1155940,226296,1,1
19930,2,5182566,Ogden,,0,1155947,226296,1,1
19930,2,5182567,Ogden,,0,1155942,226296,1,1
19930,2,5182568,Ogden,,0,1155970,226296,1,1
19930,2,5182569,Ogden,,0,1155944,226296,1,1
19930,2,5182570,Ogden,,0,1155939,226296,1,1
19930,2,5182571,Ogden,,0,1155946,226296,1,1
19930,2,5182572,Ogden,,0,1155941,226296,1,1
19930,2,5182573,Ogden,,0,1155938,226296,1,1
19930,2,5182574,Ogden,,0,1155972,226296,1,1
19930,2,5182575,Ogden,,0,1155945,226296,1,1
19930,2,5182576,Ogden,,0,1155971,226296,1,1
19930,2,5182577,Ogden,,0,1155947,226296,1,1
19930,2,5182578,Ogden,,0,1155942,226296,1,1
19930,2,5182579,Ogden,,0,1155970,226296,1,1
19930,2,5182580,Ogden,,0,1155967,226296,1,1
19930,2,5182581,Ogden,,0,1155969,226296,1,1
19930,2,5182582,Ogden,,0,1155968,226296,1,1
19930,2,5182583,Ogden,,0,1155966,226296,1,1
19930,2,5182584,Ogden,,0,1155965,226296,1,1
19930,2,5182585,Ogden,,0,1155949,226296,1,1
19930,2,5182586,Ogden,,0,1155972,226296,1,1
19930,2,5182587,Ogden,,0,1155947,226296,1,1
19930,2,5182588,Ogden,,0,1155942,226296,1,1
19930,2,5182589,Ogden,,0,1155967,226296,1,1
19930,2,5182590,Downtown Salt Lake City,,1,1155938,226308,1,1
19930,2,5182591,Downtown Salt Lake City,,1,1155940,226308,1,1
19930,2,5182592,Downtown Salt Lake City,,1,1155942,226308,1,1
19930,2,5182607,Downtown Salt Lake City,,1,1155937,226308,1,1
19930,2,5182593,Downtown Salt Lake City,,1,1155944,226308,1,1
19930,2,5182609,Downtown Salt Lake City,,1,1155939,226308,1,1
19930,2,5182610,Downtown Salt Lake City,,1,1155946,226308,1,1
19930,2,5182611,Downtown Salt Lake City,,1,1155941,226308,1,1
19930,2,5182612,Downtown Salt Lake City,,1,1155938,226308,1,1
19930,2,5182613,Downtown Salt Lake City,,1,1155943,226308,1,1
19930,2,5182596,Downtown Salt Lake City,,1,1155945,226308,1,1
19930,2,5182615,Downtown Salt Lake City,,1,1155940,226308,1,1
19930,2,5182616,Downtown Salt Lake City,,1,1155947,226308,1,1
19930,2,5182617,Downtown Salt Lake City,,1,1155942,226308,1,1
19930,2,5182598,Downtown Salt Lake City,,1,1155970,226308,1,1
19930,2,5182619,Downtown Salt Lake City,,1,1155967,226308,1,1
19930,2,5182620,Downtown Salt Lake City,,1,1155969,226308,1,1
19930,2,5182621,Downtown Salt Lake City,,1,1155968,226308,1,1
19930,2,5182600,Downtown Salt Lake City,,1,1155966,226308,1,1
19930,2,5182623,Downtown Salt Lake City,,1,1155965,226308,1,1
19930,2,5182601,Downtown Salt Lake City,,1,1155949,226308,1,1
19930,2,5182625,Downtown Salt Lake City,,1,1155972,226308,1,1
19930,2,5182602,Downtown Salt Lake City,,1,1155945,226308,1,1
19930,2,5182627,Downtown Salt Lake City,,1,1155971,226308,1,1
19930,2,5182603,Downtown Salt Lake City,,1,1155947,226308,1,1
19930,2,5182629,Downtown Salt Lake City,,1,1155942,226308,1,1
19930,2,5182630,Downtown Salt Lake City,,1,1155967,226308,1,1
19930,2,5182605,Downtown Salt Lake City,,1,1155968,226308,1,1
19930,2,5182606,Downtown Salt Lake City,,1,1155965,226308,1,1
79372,2,5167585,Poplar Grove (400 S + Redwood Rd),,0,1153888,226314,1,1
79372,2,5167594,Poplar Grove (400 S + Redwood Rd),,0,1153887,226314,1,1
79372,2,5167589,Poplar Grove (400 S + Redwood Rd),,0,1153886,226314,1,1
79372,2,5167592,Poplar Grove (400 S + Redwood Rd),,0,1153888,226314,1,1
79372,2,5167587,Poplar Grove (400 S + Redwood Rd),,0,1153887,226314,1,1
79372,2,5167588,Poplar Grove (400 S + Redwood Rd),,0,1153886,226314,1,1
79372,2,5167593,Poplar Grove (400 S + Redwood Rd),,0,1153888,226314,1,1
79372,2,5167586,Poplar Grove (400 S + Redwood Rd),,0,1153887,226314,1,1
79372,2,5167584,Poplar Grove (400 S + Redwood Rd),,0,1153886,226314,1,1
79372,2,5167595,Poplar Grove (400 S + Redwood Rd),,0,1153885,226314,1,1
79372,2,5167590,Poplar Grove (400 S + Redwood Rd),,0,1153887,226314,1,1
79372,2,5167591,Poplar Grove (400 S + Redwood Rd),,0,1153886,226314,1,1
79372,2,5167596,Poplar Grove (400 S + Redwood Rd),,0,1153885,226314,1,1
79372,2,5167597,Poplar Grove (400 S + Redwood Rd),,0,1153887,226314,1,1
79372,2,5167598,Poplar Grove (400 S + Redwood Rd),,0,1153886,226314,1,1
79372,2,5167599,Poplar Grove (400 S + Redwood Rd),,0,1153885,226314,1,1
79372,2,5167613,Olympus Cove (Wasatch Blvd P+R),,1,1153886,226315,1,1
79372,2,5167611,Olympus Cove (Wasatch Blvd P+R),,1,1153888,226315,1,1
79372,2,5167606,Olympus Cove (Wasatch Blvd P+R),,1,1153887,226315,1,1
79372,2,5167609,Olympus Cove (Wasatch Blvd P+R),,1,1153886,226315,1,1
79372,2,5167602,Olympus Cove (Wasatch Blvd P+R),,1,1153888,226315,1,1
79372,2,5167604,Olympus Cove (Wasatch Blvd P+R),,1,1153887,226315,1,1
79372,2,5167610,Olympus Cove (Wasatch Blvd P+R),,1,1153886,226315,1,1
79372,2,5167601,Olympus Cove (Wasatch Blvd P+R),,1,1153888,226315,1,1
79372,2,5167600,Olympus Cove (Wasatch Blvd P+R),,1,1153887,226315,1,1
79372,2,5167612,Olympus Cove (Wasatch Blvd P+R),,1,1153886,226315,1,1
79372,2,5167607,Olympus Cove (Wasatch Blvd P+R),,1,1153885,226315,1,1
79372,2,5167608,Olympus Cove (Wasatch Blvd P+R),,1,1153887,226315,1,1
79372,2,5167603,Olympus Cove (Wasatch Blvd P+R),,1,1153886,226315,1,1
79372,2,5167605,Olympus Cove (Wasatch Blvd P+R),,1,1153885,226315,1,1
79372,2,5167614,Olympus Cove (Wasatch Blvd P+R),,1,1153887,226315,1,1
79372,2,5167615,Olympus Cove (Wasatch Blvd P+R),,1,1153886,226315,1,1
41354,2,5167716,International Center - 1940 West Station,,0,1153900,226316,1,1
41354,2,5167714,International Center - 1940 West Station,,0,1153853,226316,1,1
41354,2,5167715,International Center - 1940 West Station,,0,1153900,226316,1,1
41354,2,5167717,International Center - 1940 West Station,,0,1153853,226316,1,1
41354,2,5167713,International Center - 1940 West Station,,0,1153901,226316,1,1
41354,2,5167712,International Center - 1940 West Station,,0,1154190,226316,1,1
45409,2,5167770,U of U (Union Building),,0,1154162,226317,1,1
45409,2,5167771,U of U (Union Building),,0,1154321,226317,1,1
45409,2,5167761,U of U (Union Building),,0,1154281,226317,1,1
45409,2,5167769,U of U (Union Building),,0,1154173,226317,1,1
45409,2,5167764,U of U (Union Building),,0,1153912,226317,1,1
45409,2,5167772,U of U (Union Building),,0,1153909,226317,1,1
45409,2,5167759,U of U (Union Building),,0,1153908,226317,1,1
45409,2,5167773,U of U (Union Building),,0,1153906,226317,1,1
45409,2,5167748,U of U (Union Building),,0,1153913,226317,1,1
45409,2,5167774,U of U (Union Building),,0,1153911,226317,1,1
45409,2,5167740,U of U (Union Building),,0,1153907,226317,1,1
45409,2,5167775,U of U (Union Building),,0,1153910,226317,1,1
45409,2,5167750,U of U (Union Building),,0,1153912,226317,1,1
45409,2,5167776,U of U (Union Building),,0,1153909,226317,1,1
45409,2,5167766,U of U (Union Building),,0,1153908,226317,1,1
45409,2,5167777,U of U (Union Building),,0,1153906,226317,1,1
45409,2,5167756,U of U (Union Building),,0,1153913,226317,1,1
45409,2,5167778,U of U (Union Building),,0,1153911,226317,1,1
45409,2,5167746,U of U (Union Building),,0,1153907,226317,1,1
45409,2,5167779,U of U (Union Building),,0,1153910,226317,1,1
45409,2,5167737,U of U (Union Building),,0,1153912,226317,1,1
45409,2,5167780,U of U (Union Building),,0,1153909,226317,1,1
45409,2,5167755,U of U (Union Building),,0,1153908,226317,1,1
45409,2,5167781,U of U (Union Building),,0,1153906,226317,1,1
45409,2,5167763,U of U (Union Building),,0,1153913,226317,1,1
45409,2,5167782,U of U (Union Building),,0,1153911,226317,1,1
45409,2,5167758,U of U (Union Building),,0,1153907,226317,1,1
45409,2,5167783,U of U (Union Building),,0,1153910,226317,1,1
45409,2,5167749,U of U (Union Building),,0,1153912,226317,1,1
45409,2,5167784,U of U (Union Building),,0,1153909,226317,1,1
45409,2,5167738,U of U (Union Building),,0,1153908,226317,1,1
45409,2,5167785,U of U (Union Building),,0,1153906,226317,1,1
45409,2,5167754,U of U (Union Building),,0,1153913,226317,1,1
45409,2,5167786,U of U (Union Building),,0,1153911,226317,1,1
45409,2,5167762,U of U (Union Building),,0,1153907,226317,1,1
45409,2,5167787,U of U (Union Building),,0,1153910,226317,1,1
45409,2,5167760,U of U (Union Building),,0,1153912,226317,1,1
45409,2,5167788,U of U (Union Building),,0,1153909,226317,1,1
45409,2,5167744,U of U (Union Building),,0,1153908,226317,1,1
45409,2,5167789,U of U (Union Building),,0,1153906,226317,1,1
45409,2,5167736,U of U (Union Building),,0,1153913,226317,1,1
45409,2,5167790,U of U (Union Building),,0,1153911,226317,1,1
45409,2,5167751,U of U (Union Building),,0,1153907,226317,1,1
45409,2,5167791,U of U (Union Building),,0,1153910,226317,1,1
45409,2,5167768,U of U (Union Building),,0,1153912,226317,1,1
45409,2,5167792,U of U (Union Building),,0,1153909,226317,1,1
45409,2,5167757,U of U (Union Building),,0,1153908,226317,1,1
45409,2,5167793,U of U (Union Building),,0,1153906,226317,1,1
45409,2,5167747,U of U (Union Building),,0,1155930,226317,1,1
45409,2,5167794,U of U (Union Building),,0,1153911,226317,1,1
45409,2,5167739,U of U (Union Building),,0,1153907,226317,1,1
45409,2,5167795,U of U (Union Building),,0,1153910,226317,1,1
45409,2,5167753,U of U (Union Building),,0,1153912,226317,1,1
45409,2,5167796,U of U (Union Building),,0,1153909,226317,1,1
45409,2,5167767,U of U (Union Building),,0,1153908,226317,1,1
45409,2,5167802,U of U (Union Building),,0,1153906,226317,1,1
45409,2,5167741,U of U (Union Building),,0,1155930,226317,1,1
45409,2,5167797,U of U (Union Building),,0,1153907,226317,1,1
45409,2,5167743,U of U (Union Building),,0,1153912,226317,1,1
45409,2,5167798,U of U (Union Building),,0,1153908,226317,1,1
45409,2,5167765,U of U (Union Building),,0,1155930,226317,1,1
45409,2,5167799,U of U (Union Building),,0,1155722,226317,1,1
45409,2,5167745,U of U (Union Building),,0,1154321,226317,1,1
45409,2,5167800,U of U (Union Building),,0,1155719,226317,1,1
45409,2,5167752,U of U (Union Building),,0,1155930,226317,1,1
45409,2,5167801,U of U (Union Building),,0,1155722,226317,1,1
45409,2,5167742,U of U (Union Building),,0,1154321,226317,1,1
45409,2,5167837,Poplar Grove (400 S + Redwood Rd),,1,1154281,226318,1,1
45409,2,5167838,Poplar Grove (400 S + Redwood Rd),,1,1154173,226318,1,1
45409,2,5167835,Poplar Grove (400 S + Redwood Rd),,1,1154162,226318,1,1
45409,2,5167836,Poplar Grove (400 S + Redwood Rd),,1,1154321,226318,1,1
45409,2,5167813,Poplar Grove (400 S + Redwood Rd),,1,1154281,226318,1,1
45409,2,5167839,Poplar Grove (400 S + Redwood Rd),,1,1153911,226318,1,1
45409,2,5167828,Poplar Grove (400 S + Redwood Rd),,1,1153907,226318,1,1
45409,2,5167852,Poplar Grove (400 S + Redwood Rd),,1,1153910,226318,1,1
45409,2,5167821,Poplar Grove (400 S + Redwood Rd),,1,1153912,226318,1,1
45409,2,5167840,Poplar Grove (400 S + Redwood Rd),,1,1153909,226318,1,1
45409,2,5167832,Poplar Grove (400 S + Redwood Rd),,1,1153908,226318,1,1
45409,2,5167853,Poplar Grove (400 S + Redwood Rd),,1,1153906,226318,1,1
45409,2,5167824,Poplar Grove (400 S + Redwood Rd),,1,1153913,226318,1,1
45409,2,5167841,Poplar Grove (400 S + Redwood Rd),,1,1153911,226318,1,1
45409,2,5167811,Poplar Grove (400 S + Redwood Rd),,1,1153907,226318,1,1
45409,2,5167854,Poplar Grove (400 S + Redwood Rd),,1,1153910,226318,1,1
45409,2,5167803,Poplar Grove (400 S + Redwood Rd),,1,1153912,226318,1,1
45409,2,5167842,Poplar Grove (400 S + Redwood Rd),,1,1153909,226318,1,1
45409,2,5167822,Poplar Grove (400 S + Redwood Rd),,1,1153908,226318,1,1
45409,2,5167855,Poplar Grove (400 S + Redwood Rd),,1,1153906,226318,1,1
45409,2,5167831,Poplar Grove (400 S + Redwood Rd),,1,1153913,226318,1,1
45409,2,5167843,Poplar Grove (400 S + Redwood Rd),,1,1153911,226318,1,1
45409,2,5167827,Poplar Grove (400 S + Redwood Rd),,1,1153907,226318,1,1
45409,2,5167856,Poplar Grove (400 S + Redwood Rd),,1,1153910,226318,1,1
45409,2,5167815,Poplar Grove (400 S + Redwood Rd),,1,1153912,226318,1,1
45409,2,5167844,Poplar Grove (400 S + Redwood Rd),,1,1153909,226318,1,1
45409,2,5167806,Poplar Grove (400 S + Redwood Rd),,1,1153908,226318,1,1
45409,2,5167857,Poplar Grove (400 S + Redwood Rd),,1,1153906,226318,1,1
45409,2,5167817,Poplar Grove (400 S + Redwood Rd),,1,1153913,226318,1,1
45409,2,5167845,Poplar Grove (400 S + Redwood Rd),,1,1153911,226318,1,1
45409,2,5167833,Poplar Grove (400 S + Redwood Rd),,1,1153907,226318,1,1
45409,2,5167858,Poplar Grove (400 S + Redwood Rd),,1,1153910,226318,1,1
45409,2,5167825,Poplar Grove (400 S + Redwood Rd),,1,1153912,226318,1,1
45409,2,5167846,Poplar Grove (400 S + Redwood Rd),,1,1153909,226318,1,1
45409,2,5167810,Poplar Grove (400 S + Redwood Rd),,1,1153908,226318,1,1
45409,2,5167859,Poplar Grove (400 S + Redwood Rd),,1,1153906,226318,1,1
45409,2,5167805,Poplar Grove (400 S + Redwood Rd),,1,1153913,226318,1,1
45409,2,5167847,Poplar Grove (400 S + Redwood Rd),,1,1153911,226318,1,1
45409,2,5167818,Poplar Grove (400 S + Redwood Rd),,1,1153907,226318,1,1
45409,2,5167860,Poplar Grove (400 S + Redwood Rd),,1,1153910,226318,1,1
45409,2,5167834,Poplar Grove (400 S + Redwood Rd),,1,1153912,226318,1,1
45409,2,5167848,Poplar Grove (400 S + Redwood Rd),,1,1153909,226318,1,1
45409,2,5167823,Poplar Grove (400 S + Redwood Rd),,1,1153908,226318,1,1
45409,2,5167861,Poplar Grove (400 S + Redwood Rd),,1,1153906,226318,1,1
45409,2,5167816,Poplar Grove (400 S + Redwood Rd),,1,1153913,226318,1,1
45409,2,5167849,Poplar Grove (400 S + Redwood Rd),,1,1153911,226318,1,1
45409,2,5167807,Poplar Grove (400 S + Redwood Rd),,1,1153907,226318,1,1
45409,2,5167862,Poplar Grove (400 S + Redwood Rd),,1,1153910,226318,1,1
45409,2,5167820,Poplar Grove (400 S + Redwood Rd),,1,1153912,226318,1,1
45409,2,5167850,Poplar Grove (400 S + Redwood Rd),,1,1153909,226318,1,1
45409,2,5167829,Poplar Grove (400 S + Redwood Rd),,1,1153908,226318,1,1
45409,2,5167863,Poplar Grove (400 S + Redwood Rd),,1,1153906,226318,1,1
45409,2,5167826,Poplar Grove (400 S + Redwood Rd),,1,1155930,226318,1,1
45409,2,5167851,Poplar Grove (400 S + Redwood Rd),,1,1153911,226318,1,1
45409,2,5167812,Poplar Grove (400 S + Redwood Rd),,1,1153907,226318,1,1
45409,2,5167864,Poplar Grove (400 S + Redwood Rd),,1,1153910,226318,1,1
45409,2,5167804,Poplar Grove (400 S + Redwood Rd),,1,1153912,226318,1,1
45409,2,5167865,Poplar Grove (400 S + Redwood Rd),,1,1153908,226318,1,1
45409,2,5167830,Poplar Grove (400 S + Redwood Rd),,1,1155930,226318,1,1
45409,2,5167866,Poplar Grove (400 S + Redwood Rd),,1,1153907,226318,1,1
45409,2,5167814,Poplar Grove (400 S + Redwood Rd),,1,1153912,226318,1,1
45409,2,5167867,Poplar Grove (400 S + Redwood Rd),,1,1153908,226318,1,1
45409,2,5167819,Poplar Grove (400 S + Redwood Rd),,1,1155930,226318,1,1
45409,2,5167868,Poplar Grove (400 S + Redwood Rd),,1,1155722,226318,1,1
45409,2,5167808,Poplar Grove (400 S + Redwood Rd),,1,1154321,226318,1,1
45409,2,5167869,Poplar Grove (400 S + Redwood Rd),,1,1155719,226318,1,1
45409,2,5167809,Poplar Grove (400 S + Redwood Rd),,1,1155930,226318,1,1
2003,2,5168100,University Hospital,,0,1153936,226319,1,1
2003,2,5168101,University Hospital,,0,1153935,226319,1,1
2003,2,5168099,University Hospital,,0,1153936,226319,1,1
2003,2,5168095,University Hospital,,0,1153935,226319,1,1
2003,2,5168096,University Hospital,,0,1153938,226319,1,1
2003,2,5168102,University Hospital,,0,1153934,226319,1,1
2003,2,5168094,University Hospital,,0,1153901,226319,1,1
2003,2,5168103,University Hospital,,0,1153933,226319,1,1
2003,2,5168097,University Hospital,,0,1153938,226319,1,1
2003,2,5168104,University Hospital,,0,1153934,226319,1,1
2003,2,5168084,University Hospital,,0,1153901,226319,1,1
2003,2,5168105,University Hospital,,0,1153933,226319,1,1
2003,2,5168075,University Hospital,,0,1153938,226319,1,1
2003,2,5168106,University Hospital,,0,1153934,226319,1,1
2003,2,5168066,University Hospital,,0,1153901,226319,1,1
2003,2,5168107,University Hospital,,0,1153933,226319,1,1
2003,2,5168076,University Hospital,,0,1153938,226319,1,1
2003,2,5168108,University Hospital,,0,1153934,226319,1,1
2003,2,5168067,University Hospital,,0,1153901,226319,1,1
2003,2,5168109,University Hospital,,0,1153933,226319,1,1
2003,2,5168077,University Hospital,,0,1153938,226319,1,1
2003,2,5168110,University Hospital,,0,1153934,226319,1,1
2003,2,5168068,University Hospital,,0,1153901,226319,1,1
2003,2,5168111,University Hospital,,0,1153933,226319,1,1
2003,2,5168078,University Hospital,,0,1153938,226319,1,1
2003,2,5168112,University Hospital,,0,1153934,226319,1,1
2003,2,5168069,University Hospital,,0,1153901,226319,1,1
2003,2,5168113,University Hospital,,0,1153933,226319,1,1
2003,2,5168079,University Hospital,,0,1153938,226319,1,1
2003,2,5168114,University Hospital,,0,1153934,226319,1,1
2003,2,5168070,University Hospital,,0,1153901,226319,1,1
2003,2,5168115,University Hospital,,0,1153933,226319,1,1
2003,2,5168080,University Hospital,,0,1153938,226319,1,1
2003,2,5168116,University Hospital,,0,1153934,226319,1,1
2003,2,5168071,University Hospital,,0,1153901,226319,1,1
2003,2,5168117,University Hospital,,0,1153933,226319,1,1
2003,2,5168081,University Hospital,,0,1153938,226319,1,1
2003,2,5168118,University Hospital,,0,1153934,226319,1,1
2003,2,5168072,University Hospital,,0,1153901,226319,1,1
2003,2,5168119,University Hospital,,0,1153933,226319,1,1
2003,2,5168082,University Hospital,,0,1153938,226319,1,1
2003,2,5168120,University Hospital,,0,1153934,226319,1,1
2003,2,5168073,University Hospital,,0,1153901,226319,1,1
2003,2,5168121,University Hospital,,0,1153933,226319,1,1
2003,2,5168083,University Hospital,,0,1153937,226319,1,1
2003,2,5168122,University Hospital,,0,1153934,226319,1,1
2003,2,5168074,University Hospital,,0,1155973,226319,1,1
2003,2,5168123,University Hospital,,0,1153933,226319,1,1
2003,2,5168087,University Hospital,,0,1153937,226319,1,1
2003,2,5168124,University Hospital,,0,1153934,226319,1,1
2003,2,5168085,University Hospital,,0,1155973,226319,1,1
2003,2,5168125,University Hospital,,0,1153933,226319,1,1
2003,2,5168088,University Hospital,,0,1153937,226319,1,1
2003,2,5168126,University Hospital,,0,1153934,226319,1,1
2003,2,5168086,University Hospital,,0,1155973,226319,1,1
2003,2,5168127,University Hospital,,0,1153933,226319,1,1
2003,2,5168089,University Hospital,,0,1153937,226319,1,1
2003,2,5168128,University Hospital,,0,1155973,226319,1,1
2003,2,5168090,University Hospital,,0,1153937,226319,1,1
2003,2,5168129,University Hospital,,0,1155973,226319,1,1
2003,2,5168091,University Hospital,,0,1153937,226319,1,1
2003,2,5168130,University Hospital,,0,1155973,226319,1,1
2003,2,5168092,University Hospital,,0,1153937,226319,1,1
2003,2,5168131,University Hospital,,0,1155973,226319,1,1
2003,2,5168093,University Hospital,,0,1153937,226319,1,1
2003,2,5168132,University Hospital,,0,1155973,226319,1,1
2003,2,5168098,University Hospital,,0,1153937,226319,1,1
2003,2,5168168,Salt Lake Central Station,,1,1153936,226320,1,1
2003,2,5168167,Salt Lake Central Station,,1,1153935,226320,1,1
2003,2,5168164,Salt Lake Central Station,,1,1153936,226320,1,1
2003,2,5168161,Salt Lake Central Station,,1,1153935,226320,1,1
2003,2,5168163,Salt Lake Central Station,,1,1153938,226320,1,1
2003,2,5168169,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168160,Salt Lake Central Station,,1,1153901,226320,1,1
2003,2,5168170,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168162,Salt Lake Central Station,,1,1153938,226320,1,1
2003,2,5168171,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168151,Salt Lake Central Station,,1,1153901,226320,1,1
2003,2,5168172,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168150,Salt Lake Central Station,,1,1153938,226320,1,1
2003,2,5168173,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168141,Salt Lake Central Station,,1,1153901,226320,1,1
2003,2,5168174,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168149,Salt Lake Central Station,,1,1153938,226320,1,1
2003,2,5168175,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168140,Salt Lake Central Station,,1,1153901,226320,1,1
2003,2,5168176,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168148,Salt Lake Central Station,,1,1153938,226320,1,1
2003,2,5168177,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168139,Salt Lake Central Station,,1,1153901,226320,1,1
2003,2,5168178,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168147,Salt Lake Central Station,,1,1153938,226320,1,1
2003,2,5168179,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168138,Salt Lake Central Station,,1,1153901,226320,1,1
2003,2,5168180,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168146,Salt Lake Central Station,,1,1153938,226320,1,1
2003,2,5168181,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168137,Salt Lake Central Station,,1,1153901,226320,1,1
2003,2,5168182,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168145,Salt Lake Central Station,,1,1153938,226320,1,1
2003,2,5168183,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168136,Salt Lake Central Station,,1,1153901,226320,1,1
2003,2,5168184,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168144,Salt Lake Central Station,,1,1153938,226320,1,1
2003,2,5168185,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168135,Salt Lake Central Station,,1,1153901,226320,1,1
2003,2,5168186,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168143,Salt Lake Central Station,,1,1153938,226320,1,1
2003,2,5168187,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168134,Salt Lake Central Station,,1,1153901,226320,1,1
2003,2,5168188,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168142,Salt Lake Central Station,,1,1153937,226320,1,1
2003,2,5168189,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168133,Salt Lake Central Station,,1,1155973,226320,1,1
2003,2,5168190,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168159,Salt Lake Central Station,,1,1153937,226320,1,1
2003,2,5168191,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168157,Salt Lake Central Station,,1,1155973,226320,1,1
2003,2,5168192,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168158,Salt Lake Central Station,,1,1153937,226320,1,1
2003,2,5168193,Salt Lake Central Station,,1,1153934,226320,1,1
2003,2,5168166,Salt Lake Central Station,,1,1155973,226320,1,1
2003,2,5168194,Salt Lake Central Station,,1,1153933,226320,1,1
2003,2,5168156,Salt Lake Central Station,,1,1153937,226320,1,1
2003,2,5168195,Salt Lake Central Station,,1,1155973,226320,1,1
2003,2,5168155,Salt Lake Central Station,,1,1153937,226320,1,1
2003,2,5168196,Salt Lake Central Station,,1,1155973,226320,1,1
2003,2,5168154,Salt Lake Central Station,,1,1153937,226320,1,1
2003,2,5168197,Salt Lake Central Station,,1,1155973,226320,1,1
2003,2,5168153,Salt Lake Central Station,,1,1153937,226320,1,1
2003,2,5168198,Salt Lake Central Station,,1,1155973,226320,1,1
2003,2,5168152,Salt Lake Central Station,,1,1153937,226320,1,1
2003,2,5168199,Salt Lake Central Station,,1,1155973,226320,1,1
2003,2,5168165,Salt Lake Central Station,,1,1153937,226320,1,1
87708,2,5168396,University Hospital,,0,1153962,226321,1,1
87708,2,5168397,University Hospital,,0,1153961,226321,1,1
87708,2,5168398,University Hospital,,0,1153960,226321,1,1
87708,2,5168399,University Hospital,,0,1153959,226321,1,1
87708,2,5168400,University Hospital,,0,1153962,226321,1,1
87708,2,5168401,University Hospital,,0,1156044,226321,1,1
87708,2,5168402,University Hospital,,0,1153961,226321,1,1
87708,2,5168403,University Hospital,,0,1153956,226321,1,1
87708,2,5168404,University Hospital,,0,1153960,226321,1,1
87708,2,5168405,University Hospital,,0,1153955,226321,1,1
87708,2,5168406,University Hospital,,0,1153954,226321,1,1
87708,2,5168407,University Hospital,,0,1153959,226321,1,1
87708,2,5168408,University Hospital,,0,1153958,226321,1,1
87708,2,5168409,University Hospital,,0,1153962,226321,1,1
87708,2,5168410,University Hospital,,0,1156044,226321,1,1
87708,2,5168411,University Hospital,,0,1153961,226321,1,1
87708,2,5168412,University Hospital,,0,1153956,226321,1,1
87708,2,5168413,University Hospital,,0,1153960,226321,1,1
87708,2,5168414,University Hospital,,0,1153955,226321,1,1
87708,2,5168415,University Hospital,,0,1153954,226321,1,1
87708,2,5168416,University Hospital,,0,1153959,226321,1,1
87708,2,5168417,University Hospital,,0,1153958,226321,1,1
87708,2,5168418,University Hospital,,0,1153962,226321,1,1
87708,2,5168419,University Hospital,,0,1153957,226321,1,1
87708,2,5168420,University Hospital,,0,1153961,226321,1,1
87708,2,5168421,University Hospital,,0,1153956,226321,1,1
87708,2,5168422,University Hospital,,0,1153960,226321,1,1
87708,2,5168423,University Hospital,,0,1153955,226321,1,1
87708,2,5168424,University Hospital,,0,1153954,226321,1,1
87708,2,5168425,University Hospital,,0,1153959,226321,1,1
87708,2,5168426,University Hospital,,0,1153958,226321,1,1
87708,2,5168427,University Hospital,,0,1155963,226321,1,1
87708,2,5168428,University Hospital,,0,1153957,226321,1,1
87708,2,5168429,University Hospital,,0,1153885,226321,1,1
87708,2,5168430,University Hospital,,0,1153956,226321,1,1
87708,2,5168431,University Hospital,,0,1153960,226321,1,1
87708,2,5168432,University Hospital,,0,1153955,226321,1,1
87708,2,5168433,University Hospital,,0,1153954,226321,1,1
87708,2,5168434,University Hospital,,0,1153959,226321,1,1
87708,2,5168435,University Hospital,,0,1153958,226321,1,1
87708,2,5168436,University Hospital,,0,1155943,226321,1,1
