trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
5682070,101,15,"DUNN ST. - CANADIAN DRIVE HUB",,0,99943207,shp-101-53,0,0
7569170,101,20,"DUNN ST. - CANADIAN DRIVE HUB",,0,100237217,shp-101-53,0,0
594020,101,22,"DUNN ST. - CANADIAN DRIVE HUB",,0,99991202,shp-101-53,0,0
662190,101,2,"DUNN ST. - CANADIAN DRIVE HUB",,0,100342219,shp-101-53,0,0
7569180,101,4,"DUNN ST. - CANADIAN DRIVE HUB",,0,100288218,shp-101-53,0,0
662180,101,4,"DUNN ST. - CANADIAN DRIVE HUB",,0,100291218,shp-101-53,0,0
2634200,101,24,"DUNN ST. - CANADIAN DRIVE HUB",,0,100388220,shp-101-53,0,0
662200,101,24,"DUNN ST. - CANADIAN DRIVE HUB",,0,100391220,shp-101-53,0,0
4903180,101,4,"DUNN ST. - CANADIAN DRIVE HUB",,0,100287218,shp-101-53,0,0
7127170,101,20,"DUNN ST. - CANADIAN DRIVE HUB",,0,100236217,shp-101-53,0,0
5592170,101,20,"DUNN ST. - CANADIAN DRIVE HUB",,0,100236217,shp-101-53,0,0
7127180,101,4,"DUNN ST. - CANADIAN DRIVE HUB",,0,100287218,shp-101-53,0,0
6479180,101,4,"DUNN ST. - CANADIAN DRIVE HUB",,0,100289218,shp-101-53,0,0
7127190,101,2,"DUNN ST. - CANADIAN DRIVE HUB",,0,100338219,shp-101-53,0,0
6479190,101,2,"DUNN ST. - CANADIAN DRIVE HUB",,0,100340219,shp-101-53,0,0
7127200,101,24,"DUNN ST. - CANADIAN DRIVE HUB",,0,100387220,shp-101-53,0,0
7078020,101,22,"DUNN ST. - CANADIAN DRIVE HUB",,0,99991202,shp-101-53,0,0
7359070,101,15,"DUNN ST. - CANADIAN DRIVE HUB",,0,99942207,shp-101-53,0,0
7476180,101,4,"DUNN ST. - CANADIAN DRIVE HUB",,0,100287218,shp-101-53,0,0
7476200,101,24,"DUNN ST. - CANADIAN DRIVE HUB",,0,100387220,shp-101-53,0,0
7476190,101,2,"DUNN ST. - CANADIAN DRIVE HUB",,0,100338219,shp-101-53,0,0
7476170,101,20,"DUNN ST. - CANADIAN DRIVE HUB",,0,100236217,shp-101-53,0,0
7569190,101,2,"DUNN ST. - CANADIAN DRIVE HUB",,0,100339219,shp-101-53,0,0
7736070,101,15,"DUNN ST. - CANADIAN DRIVE HUB",,0,99943207,shp-101-53,0,0
7569200,101,24,"DUNN ST. - CANADIAN DRIVE HUB",,0,100388220,shp-101-53,0,0
4195020,101,22,"DUNN ST. - CANADIAN DRIVE HUB",,0,99993202,shp-101-53,0,0
778190,101,2,"DUNN ST. - CANADIAN DRIVE HUB",,0,100339219,shp-101-53,0,0
4498180,101,4,"DUNN ST. - CANADIAN DRIVE HUB",,0,100288218,shp-101-53,0,0
778200,101,24,"DUNN ST. - CANADIAN DRIVE HUB",,0,100388220,shp-101-53,0,0
7078070,101,15,"DUNN ST. - CANADIAN DRIVE HUB",,0,99943207,shp-101-53,0,0
8294170,101,20,"DUNN ST. - CANADIAN DRIVE HUB",,0,100236217,shp-101-53,0,0
7736020,101,22,"DUNN ST. - CANADIAN DRIVE HUB",,0,99991202,shp-101-53,0,0
8294180,101,4,"DUNN ST. - CANADIAN DRIVE HUB",,0,100287218,shp-101-53,0,0
8475190,101,2,"DUNN ST. - CANADIAN DRIVE HUB",,0,100339219,shp-101-53,0,0
8804200,101,24,"DUNN ST. - CANADIAN DRIVE HUB",,0,100392220,shp-101-53,0,0
948170,101,20,"DUNN ST. - CANADIAN DRIVE HUB",,0,100239217,shp-101-53,0,0
948180,101,4,"DUNN ST. - CANADIAN DRIVE HUB",,0,100290218,shp-101-53,0,0
948200,101,24,"DUNN ST. - CANADIAN DRIVE HUB",,0,100390220,shp-101-53,0,0
268180,101,4,"DUNN ST. - MAIN & FERRY",,1,100287218,shp-101-03,0,0
8584020,101,22,"DUNN ST. - MAIN & FERRY",,1,99990202,shp-101-03,0,0
5821170,101,20,"DUNN ST. - MAIN & FERRY",,1,100237217,shp-101-03,0,0
7809190,101,2,"DUNN ST. - MAIN & FERRY",,1,100343219,shp-101-03,0,0
3544190,101,2,"DUNN ST. - MAIN & FERRY",,1,100338219,shp-101-03,0,0
8584070,101,15,"DUNN ST. - MAIN & FERRY",,1,99942207,shp-101-03,0,0
5821180,101,4,"DUNN ST. - MAIN & FERRY",,1,100288218,shp-101-03,0,0
7817180,101,4,"DUNN ST. - MAIN & FERRY",,1,100290218,shp-101-03,0,0
4753070,101,15,"DUNN ST. - MAIN & FERRY",,1,99946207,shp-101-03,0,0
7766170,101,20,"DUNN ST. - MAIN & FERRY",,1,100236217,shp-101-03,0,0
4359200,101,24,"DUNN ST. - MAIN & FERRY",,1,100388220,shp-101-03,0,0
7817190,101,2,"DUNN ST. - MAIN & FERRY",,1,100341219,shp-101-03,0,0
5290190,101,2,"DUNN ST. - MAIN & FERRY",,1,100338219,shp-101-03,0,0
6637180,101,4,"DUNN ST. - MAIN & FERRY",,1,100291218,shp-101-03,0,0
8619020,101,22,"DUNN ST. - MAIN & FERRY",,1,99995202,shp-101-03,0,0
7817200,101,24,"DUNN ST. - MAIN & FERRY",,1,100390220,shp-101-03,0,0
5290200,101,24,"DUNN ST. - MAIN & FERRY",,1,100387220,shp-101-03,0,0
6637200,101,24,"DUNN ST. - MAIN & FERRY",,1,100391220,shp-101-03,0,0
8696020,101,22,"DUNN ST. - MAIN & FERRY",,1,99991202,shp-101-03,0,0
5593170,101,20,"DUNN ST. - MAIN & FERRY",,1,100241217,shp-101-03,0,0
833020,101,22,"DUNN ST. - MAIN & FERRY",,1,99993202,shp-101-03,0,0
4481070,101,15,"DUNN ST. - MAIN & FERRY",,1,99943207,shp-101-03,0,0
8696070,101,15,"DUNN ST. - MAIN & FERRY",,1,99943207,shp-101-03,0,0
6068020,101,22,"DUNN ST. - MAIN & FERRY",,1,99990202,shp-101-03,0,0
833070,101,15,"DUNN ST. - MAIN & FERRY",,1,99945207,shp-101-03,0,0
5230070,101,15,"DUNN ST. - MAIN & FERRY",,1,99943207,shp-101-03,0,0
7766190,101,2,"DUNN ST. - MAIN & FERRY",,1,100338219,shp-101-03,0,0
6068070,101,15,"DUNN ST. - MAIN & FERRY",,1,99942207,shp-101-03,0,0
6414070,101,15,"DUNN ST. - MAIN & FERRY",,1,99943207,shp-101-03,0,0
5868180,101,4,"DUNN ST. - MAIN & FERRY",,1,100290218,shp-101-03,0,0
4354170,101,20,"DUNN ST. - MAIN & FERRY",,1,100237217,shp-101-03,0,0
6360170,101,20,"DUNN ST. - MAIN & FERRY",,1,100237217,shp-101-03,0,0
6637190,101,2,"DUNN ST. - MAIN & FERRY",,1,100342219,shp-101-03,0,0
5868190,101,2,"DUNN ST. - MAIN & FERRY",,1,100341219,shp-101-03,0,0
4354200,101,24,"DUNN ST. - MAIN & FERRY",,1,100388220,shp-101-03,0,0
7817170,101,20,"DUNN ST. - MAIN & FERRY",,1,100239217,shp-101-03,0,0
5922190,101,2,"DUNN ST. - MAIN & FERRY",,1,100338219,shp-101-03,0,0
985200,101,24,"DUNN ST. - MAIN & FERRY",,1,100389220,shp-101-03,0,0
4359170,101,20,"DUNN ST. - MAIN & FERRY",,1,100237217,shp-101-03,0,0
7809200,101,24,"DUNN ST. - MAIN & FERRY",,1,100392220,shp-101-03,0,0
5922180,101,4,"DUNN ST. - MAIN & FERRY",,1,100287218,shp-101-03,0,0
985170,101,20,"DUNN ST. - MAIN & FERRY",,1,100238217,shp-101-03,0,0
4054200,101,24,"DUNN ST. - MAIN & FERRY",,1,100388220,shp-101-03,0,0
7809170,101,20,"DUNN ST. - MAIN & FERRY",,1,100241217,shp-101-03,0,0
5922200,101,24,"DUNN ST. - MAIN & FERRY",,1,100387220,shp-101-03,0,0
985190,101,2,"DUNN ST. - MAIN & FERRY",,1,100340219,shp-101-03,0,0
4054180,101,4,"DUNN ST. - MAIN & FERRY",,1,100288218,shp-101-03,0,0
7809180,101,4,"DUNN ST. - MAIN & FERRY",,1,100292218,shp-101-03,0,0
5956070,101,15,"DUNN ST. - MAIN & FERRY",,1,99942207,shp-101-03,0,0
2756020,101,22,"DUNN ST. - MAIN & FERRY",,1,99990202,shp-101-03,0,0
4354180,101,4,"DUNN ST. - MAIN & FERRY",,1,100288218,shp-101-03,0,0
8619070,101,15,"DUNN ST. - MAIN & FERRY",,1,99947207,shp-101-03,0,0
5822180,101,4,"DUNN ST. - MAIN & FERRY",,1,100288218,shp-101-03,0,0
2756070,101,15,"DUNN ST. - MAIN & FERRY",,1,99942207,shp-101-03,0,0
4354190,101,2,"DUNN ST. - MAIN & FERRY",,1,100339219,shp-101-03,0,0
7766200,101,24,"DUNN ST. - MAIN & FERRY",,1,100387220,shp-101-03,0,0
566070,101,15,"DUNN ST. - MAIN & FERRY",,1,99943207,shp-101-03,0,0
7766180,101,4,"DUNN ST. - MAIN & FERRY",,1,100287218,shp-101-03,0,0
4753020,101,22,"DUNN ST. - MAIN & FERRY",,1,99994202,shp-101-03,0,0
6360180,101,4,"DUNN ST. - MAIN & FERRY",,1,100288218,shp-101-03,0,0
5290180,101,4,"DUNN ST. - MAIN & FERRY",,1,100287218,shp-101-03,0,0
7036070,101,15,"DUNN ST. - MAIN & FERRY",,1,99942207,shp-101-03,0,0
6360200,101,24,"DUNN ST. - MAIN & FERRY",,1,100388220,shp-101-03,0,0
6360190,101,2,"DUNN ST. - MAIN & FERRY",,1,100339219,shp-101-03,0,0
5956020,101,22,"DUNN ST. - MAIN & FERRY",,1,99990202,shp-101-03,0,0
7036020,101,22,"DUNN ST. - MAIN & FERRY",,1,99990202,shp-101-03,0,0
268200,101,24,"DUNN ST. - MAIN & FERRY",,1,100387220,shp-101-03,0,0
6414020,101,22,"DUNN ST. - MAIN & FERRY",,1,99991202,shp-101-03,0,0
4054170,101,20,"DUNN ST. - MAIN & FERRY",,1,100237217,shp-101-03,0,0
6637170,101,20,"DUNN ST. - MAIN & FERRY",,1,100240217,shp-101-03,0,0
268170,101,20,"DUNN ST. - MAIN & FERRY",,1,100236217,shp-101-03,0,0
5593180,101,4,"DUNN ST. - MAIN & FERRY",,1,100292218,shp-101-03,0,0
4054190,101,2,"DUNN ST. - MAIN & FERRY",,1,100339219,shp-101-03,0,0
5821190,101,2,"DUNN ST. - MAIN & FERRY",,1,100339219,shp-101-03,0,0
268190,101,2,"DUNN ST. - MAIN & FERRY",,1,100338219,shp-101-03,0,0
5593190,101,2,"DUNN ST. - MAIN & FERRY",,1,100343219,shp-101-03,0,0
4359180,101,4,"DUNN ST. - MAIN & FERRY",,1,100288218,shp-101-03,0,0
5822200,101,24,"DUNN ST. - MAIN & FERRY",,1,100388220,shp-101-03,0,0
1817070,101,15,"DUNN ST. - MAIN & FERRY",,1,99947207,shp-101-03,0,0
5593200,101,24,"DUNN ST. - MAIN & FERRY",,1,100392220,shp-101-03,0,0
4359190,101,2,"DUNN ST. - MAIN & FERRY",,1,100339219,shp-101-03,0,0
566020,101,22,"DUNN ST. - MAIN & FERRY",,1,99991202,shp-101-03,0,0
1817020,101,22,"DUNN ST. - MAIN & FERRY",,1,99995202,shp-101-03,0,0
5922170,101,20,"DUNN ST. - MAIN & FERRY",,1,100236217,shp-101-03,0,0
4711020,101,22,"DUNN ST. - MAIN & FERRY",,1,99990202,shp-101-03,0,0
5230020,101,22,"DUNN ST. - MAIN & FERRY",,1,99991202,shp-101-03,0,0
1921070,101,15,"DUNN ST. - MAIN & FERRY",,1,99944207,shp-101-03,0,0
5868170,101,20,"DUNN ST. - MAIN & FERRY",,1,100239217,shp-101-03,0,0
4711070,101,15,"DUNN ST. - MAIN & FERRY",,1,99942207,shp-101-03,0,0
4481020,101,22,"DUNN ST. - MAIN & FERRY",,1,99991202,shp-101-03,0,0
1596200,101,24,"DUNN ST. - MAIN & FERRY",,1,100387220,shp-101-03,0,0
5868200,101,24,"DUNN ST. - MAIN & FERRY",,1,100390220,shp-101-03,0,0
3544170,101,20,"DUNN ST. - MAIN & FERRY",,1,100236217,shp-101-03,0,0
1921020,101,22,"DUNN ST. - MAIN & FERRY",,1,99992202,shp-101-03,0,0
1596170,101,20,"DUNN ST. - MAIN & FERRY",,1,100236217,shp-101-03,0,0
5821200,101,24,"DUNN ST. - MAIN & FERRY",,1,100388220,shp-101-03,0,0
3544180,101,4,"DUNN ST. - MAIN & FERRY",,1,100287218,shp-101-03,0,0
1596190,101,2,"DUNN ST. - MAIN & FERRY",,1,100338219,shp-101-03,0,0
1596180,101,4,"DUNN ST. - MAIN & FERRY",,1,100287218,shp-101-03,0,0
5822170,101,20,"DUNN ST. - MAIN & FERRY",,1,100237217,shp-101-03,0,0
3544200,101,24,"DUNN ST. - MAIN & FERRY",,1,100387220,shp-101-03,0,0
5822190,101,2,"DUNN ST. - MAIN & FERRY",,1,100339219,shp-101-03,0,0
985180,101,4,"DUNN ST. - MAIN & FERRY",,1,100289218,shp-101-03,0,0
5426020,101,22,"DUNN ST. - MAIN & FERRY",,1,99991202,shp-101-03,0,0
5426070,101,15,"DUNN ST. - MAIN & FERRY",,1,99943207,shp-101-03,0,0
5290170,101,20,"DUNN ST. - MAIN & FERRY",,1,100236217,shp-101-03,0,0
2749020,101,22,"DUNN ST. - MAIN & FERRY",,1,99993202,shp-101-03,0,0
2749070,101,15,"DUNN ST. - MAIN & FERRY",,1,99945207,shp-101-03,0,0
1399070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99946207,shp-102-13,0,0
1606180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100288218,shp-102-13,0,0
3535170,102,20,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100237217,shp-102-13,0,0
2919020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99990202,shp-102-13,0,0
1469170,102,20,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100237217,shp-102-13,0,0
2400070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99943207,shp-102-13,0,0
3535200,102,24,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100388220,shp-102-13,0,0
2919070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99942207,shp-102-13,0,0
1986190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100340219,shp-102-13,0,0
2400020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99991202,shp-102-13,0,0
4849020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99990202,shp-102-13,0,0
3871200,102,24,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100391220,shp-102-13,0,0
1469200,102,24,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100388220,shp-102-13,0,0
4945180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100287218,shp-102-13,0,0
3172020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99995202,shp-102-13,0,0
3448180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100287218,shp-102-13,0,0
3172070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99947207,shp-102-13,0,0
4945190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100338219,shp-102-13,0,0
3328170,102,20,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100236217,shp-102-13,0,0
3383020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99990202,shp-102-13,0,0
3328180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100287218,shp-102-13,0,0
3793070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99942207,shp-102-13,0,0
3328200,102,24,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100387220,shp-102-13,0,0
3383070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99942207,shp-102-13,0,0
3448190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100338219,shp-102-13,0,0
5334070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99945207,shp-102-13,0,0
118020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99990202,shp-102-13,0,0
1759180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100288218,shp-102-13,0,0
1986180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100289218,shp-102-13,0,0
5334020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99993202,shp-102-13,0,0
1606190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100339219,shp-102-13,0,0
1606170,102,20,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100237217,shp-102-13,0,0
1986200,102,24,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100389220,shp-102-13,0,0
6389180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100289218,shp-102-13,0,0
118070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99942207,shp-102-13,0,0
1606200,102,24,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100388220,shp-102-13,0,0
2187020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99991202,shp-102-13,0,0
7961070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99944207,shp-102-13,0,0
1399020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99994202,shp-102-13,0,0
1759170,102,20,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100237217,shp-102-13,0,0
2187070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99943207,shp-102-13,0,0
80170,102,20,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100237217,shp-102-13,0,0
595180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100287218,shp-102-13,0,0
1759200,102,24,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100388220,shp-102-13,0,0
4396020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99994202,shp-102-13,0,0
4970170,102,20,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100239217,shp-102-13,0,0
595190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100338219,shp-102-13,0,0
1759190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100339219,shp-102-13,0,0
4024200,102,24,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100387220,shp-102-13,0,0
4024170,102,20,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100236217,shp-102-13,0,0
4970190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100341219,shp-102-13,0,0
1469180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100288218,shp-102-13,0,0
3871190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100342219,shp-102-13,0,0
4024180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100287218,shp-102-13,0,0
4849070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99942207,shp-102-13,0,0
1469190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100339219,shp-102-13,0,0
3328190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100338219,shp-102-13,0,0
4024190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100338219,shp-102-13,0,0
595200,102,24,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100387220,shp-102-13,0,0
5136180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100292218,shp-102-13,0,0
3535180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100288218,shp-102-13,0,0
3793020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99990202,shp-102-13,0,0
3535190,102,2,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100339219,shp-102-13,0,0
4873180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100288218,shp-102-13,0,0
3871180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100291218,shp-102-13,0,0
80200,102,24,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100388220,shp-102-13,0,0
426020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99990202,shp-102-13,0,0
4886180,102,4,"BUS TERMINAL -MORRISON/DORCHESTER",,0,100291218,shp-102-13,0,0
4396070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99946207,shp-102-13,0,0
7656020,102,22,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99991202,shp-102-13,0,0
426070,102,15,"BUS TERMINAL -MORRISON/DORCHESTER",,0,99942207,shp-102-13,0,0
