stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
256,355,"LAKE ST + ARRAN DR",,43.186820,-79.251772,,,,,,0
257,356,"LAKE ST + GARDEN CITY PLAZA",,43.189713,-79.251907,,,,,,0
258,357,"LAKE ST + LINWELL RD",,43.191192,-79.251987,,,,,,0
259,358,"LAKE ST + PRINCE CHARLES DR",,43.194212,-79.252145,,,,,,0
262,361,"LAKE ST + LAKESHORE RD",,43.199250,-79.252440,,,,,,0
263,561,"LAKE ST + LAKESHORE RD",,43.199322,-79.252607,,,,,,0
264,362,"LAKE ST + HEIDEHOF",,43.196595,-79.252407,,,,,,0
265,363,"LAKE ST + ST FRANCIS SCHOOL",,43.193495,-79.252272,,,,,,0
266,364,"LAKE ST + LINWELL RD",,43.191548,-79.252168,,,,,,0
267,365,"LAKE ST + LAKEPORT RD",,43.189218,-79.252049,,,,,,0
268,366,"LAKE ST + ARRAN DR",,43.186312,-79.251907,,,,,,0
269,367,"LAKE ST + WESTGATE PLAZA",,43.183125,-79.251723,,,,,,0
270,368,"LAKE ST + SCOTT ST",,43.181257,-79.251637,,,,,,0
271,320,"LAKE ST + NORTH SERVICE RD",,43.178698,-79.251542,,,,,,0
272,321,"LAKE ST + SPRINGDALE AV",,43.175487,-79.251327,,,,,,0
273,369,"LAKE ST + ERINDALE AVE",,43.174367,-79.251287,,,,,,0
274,370,"LAKE ST + LAKE-CARLTON PLAZA",,43.172642,-79.251200,,,,,,0
275,371,"LAKE ST + STUART AV",,43.171435,-79.251092,,,,,,0
276,1252,"LAKE ST + RUSSELL AVE",,43.169813,-79.250968,,,,,,0
277,372,"LAKE ST + DUFFERIN ST",,43.168200,-79.250890,,,,,,0
278,373,"LAKE ST + BEECH ST",,43.166928,-79.250802,,,,,,0
279,374,"LAKE ST + ALBERT ST",,43.165402,-79.250738,,,,,,0
281,376,"LAKE ST + ELIZABETH ST",,43.163217,-79.250643,,,,,,0
283,261,"CHURCH ST + ACADEMY ST",,43.161715,-79.245398,,,,,,0
284,342,"CLARK ST + WELLAND AVE",,43.162988,-79.247100,,,,,,0
285,459,"WELLAND AVE + MIDTOWN PLAZA",,43.163995,-79.245183,,,,,,0
286,460,"WELLAND AVE + WATER ST",,43.164957,-79.242497,,,,,,0
287,461,"WELLAND AVE + GENEVA ST",,43.165903,-79.239858,,,,,,0
288,462,"WELLAND AVE + NIAGARA ST",,43.166762,-79.237458,,,,,,0
289,463,"WELLAND AVE + PAGE ST",,43.167778,-79.234630,,,,,,0
291,465,"WELLAND AVE + EAST ST",,43.168995,-79.231188,,,,,,0
292,466,"WELLAND AVE + VINE ST",,43.169662,-79.229280,,,,,,0
293,467,"WELLAND AVE + BERRYMAN AVE",,43.170433,-79.227008,,,,,,0
294,468,"WELLAND AVE + DIEPPE RD",,43.171935,-79.222763,,,,,,0
295,469,"GRANTHAM AVE + WELLAND AVE",,43.173500,-79.220245,,,,,,0
296,470,"GRANTHAM AVE + HIGHFIELD AVE",,43.176083,-79.220363,,,,,,0
297,471,"GRANTHAM AVE + WINNIFRED AVE",,43.177935,-79.220420,,,,,,0
298,472,"GRANTHAM AVE + GARNET ST",,43.179803,-79.220498,,,,,,0
299,473,"GRANTHAM AVE + KAREN AVE",,43.181003,-79.220538,,,,,,0
301,475,"GRANTHAM AVE + TANERA CR",,43.183338,-79.220642,,,,,,0
302,476,"GRANTHAM AVE + KENWORTH DR",,43.186185,-79.220777,,,,,,0
304,478,"GRANTHAM AVE + DWYER ST",,43.189872,-79.220943,,,,,,0
305,479,"GRANTHAM AVE + SCOTT ST",,43.192702,-79.221087,,,,,,0
306,480,"GRANTHAM AVE + AGAR DR",,43.194028,-79.221135,,,,,,0
307,481,"GRANTHAM AVE + BESSBOROUGH DR",,43.195427,-79.221230,,,,,,0
308,482,"GRANTHAM AVE + GROSVENOR ST",,43.197755,-79.221318,,,,,,0
310,1238,"GRANTHAM AVE + LINWELL PLAZA",,43.200513,-79.221422,,,,,,0
311,484,"LINWELL RD + GRANTHAM AVE",,43.201523,-79.220578,,,,,,0
312,485,"LINWELL RD + HOLY CROSS SS",,43.202595,-79.217598,,,,,,0
313,486,"LINWELL RD + ROCHELLE DR",,43.203255,-79.215930,,,,,,0
314,487,"LINWELL RD + HANSON DR",,43.204033,-79.213840,,,,,,0
315,488,"LINWELL RD + BUNTING RD",,43.204670,-79.212155,,,,,,0
316,489,"BUNTING RD + LOUIS AVE",,43.206703,-79.211478,,,,,,0
317,490,"BUNTING RD + BEAMER AVE",,43.208962,-79.211622,,,,,,0
318,491,"BUNTING RD + MALTESE BLVD",,43.210750,-79.211980,,,,,,0
319,492,"BUNTING RD + PARNELL RD",,43.213578,-79.213212,,,,,,0
320,493,"PARNELL RD + PEARCE AV",,43.213182,-79.215158,,,,,,0
321,410,"NIAGARA ST + GRANTHAM LIONS PARK",,43.213047,-79.217050,,,,,,0
322,411,"LAKESHORE RD + ARTHUR ST",,43.213783,-79.221529,,,,,,0
324,413,"ARTHUR ST + CROYDON DR",,43.216940,-79.222312,,,,,,0
325,414,"ARTHUR ST + CINDY DR",,43.218473,-79.222390,,,,,,0
327,416,"ARTHUR ST + NORTHGLEN AVE",,43.221398,-79.222510,,,,,,0
328,417,"ARTHUR ST + BEACHAVEN DR",,43.222702,-79.222590,,,,,,0
329,418,"BEACHAVEN DR + BOGART ST",,43.222885,-79.220420,,,,,,0
330,419,"BOGART ST + NORTHGLEN AVE",,43.221685,-79.220222,,,,,,0
331,420,"BOGART ST + WILDWOOD RD",,43.219618,-79.220125,,,,,,0
333,422,"ARTHUR ST + CINDY DR",,43.218300,-79.222478,,,,,,0
334,423,"ARTHUR ST + CROYDON DR",,43.216917,-79.222422,,,,,,0
335,424,"ARTHUR ST + NOTTINGHAM CT",,43.214166,-79.222265,,,,,,0
336,425,"LAKESHORE RD + OMARA DR",,43.214198,-79.219665,,,,,,0
337,426,"NIAGARA ST + PARNELL RD",,43.213435,-79.217185,,,,,,0
338,503,"PARNELL RD + PEARCE AV",,43.213085,-79.215190,,,,,,0
340,1280,"BUNTING RD + MALTESE BLVD",,43.210750,-79.211987,,,,,,0
341,505,"BUNTING RD + BEAMER AVE",,43.208557,-79.211645,,,,,,0
342,506,"BUNTING RD + LOUIS AVE",,43.206775,-79.211567,,,,,,0
343,507,"BUNTING RD + LINWELL RD",,43.205043,-79.211478,,,,,,0
344,508,"LINWELL RD + LOUIS AVE",,43.203907,-79.214205,,,,,,0
345,509,"LINWELL RD + HOLY CROSS SS",,43.202937,-79.216757,,,,,,0
346,510,"LINWELL RD + GRANTHAM AVE",,43.201690,-79.220357,,,,,,0
347,511,"GRANTHAM AVE + LINWELL RD",,43.200697,-79.221485,,,,,,0
349,513,"GRANTHAM AVE + GROSVENOR ST",,43.197787,-79.221357,,,,,,0
350,1236,"GRANTHAM AVE + GRANTHAM AVE PARK",,43.195458,-79.221285,,,,,,0
351,514,"GRANTHAM AVE + AGAR DR",,43.193917,-79.221183,,,,,,0
352,515,"GRANTHAM AVE + SCOTT ST",,43.192105,-79.221103,,,,,,0
353,516,"GRANTHAM AVE + WINSTON RD",,43.190047,-79.221000,,,,,,0
354,517,"GRANTHAM AVE + CHATHAM RD",,43.187543,-79.220897,,,,,,0
355,518,"GRANTHAM AVE + KENWORTH DR",,43.186137,-79.220833,,,,,,0
356,519,"GRANTHAM AVE + CARLTON ST",,43.182982,-79.220682,,,,,,0
357,520,"GRANTHAM AVE + KAREN AVE",,43.181320,-79.220578,,,,,,0
358,521,"GRANTHAM AVE + GARNET ST",,43.179477,-79.220498,,,,,,0
359,522,"GRANTHAM AVE + FACER ST",,43.177705,-79.220435,,,,,,0
360,523,"GRANTHAM AVE + PROSPECT AVE",,43.175923,-79.220439,,,,,,0
361,524,"GRANTHAM AVE + HOMEWOOD AVE",,43.173802,-79.220325,,,,,,0
362,525,"WELLAND AVE + WAVERLY AVE",,43.172403,-79.221660,,,,,,0
363,526,"WELLAND AVE + PARKVIEW AVE",,43.172062,-79.222613,,,,,,0
364,527,"WELLAND AVE + PLYMOUTH AVE",,43.170918,-79.225712,,,,,,0
365,528,"WELLAND AVE + BERRYMAN AVE",,43.170242,-79.227747,,,,,,0
366,529,"WELLAND AVE + VINE ST",,43.169742,-79.229265,,,,,,0
367,530,"WELLAND AVE + TASKER ST",,43.168660,-79.232372,,,,,,0
368,531,"WELLAND AVE + PAGE ST",,43.167850,-79.234645,,,,,,0
369,532,"WELLAND AVE + NIAGARA ST",,43.166992,-79.237077,,,,,,0
370,533,"WELLAND AVE + GENEVA SQUARE PLAZA",,43.166323,-79.239063,,,,,,0
371,534,"WELLAND AVE + WATER ST",,43.165212,-79.242028,,,,,,0
373,536,"WELLAND AVE + CATHERINE ST",,43.164043,-79.245255,,,,,,0
374,343,"CLARK ST + CHURCH ST",,43.162088,-79.245287,,,,,,0
376,538,"GENEVA ST + CHURCH ST",,43.164155,-79.240130,,,,,,0
377,539,"GENEVA ST + WELLAND AVE",,43.166142,-79.240272,,,,,,0
378,540,"GENEVA ST + MAPLE ST",,43.167865,-79.240392,,,,,,0
379,541,"GENEVA ST + DACOTAH ST",,43.169105,-79.240447,,,,,,0
380,542,"GENEVA ST + RUSSELL AVE",,43.170798,-79.240518,,,,,,0
381,543,"GENEVA ST + ST PATRICK ST",,43.172578,-79.240605,,,,,,0
382,544,"GENEVA ST + ATWOOD ST",,43.173930,-79.240653,,,,,,0
384,545,"FAIRVIEW MALL + SWISS CHALET",,43.177688,-79.241973,,,,,,0
385,546,"GENEVA ST + WOOD ST",,43.179620,-79.240908,,,,,,0
386,547,"GENEVA ST + TED ST",,43.182028,-79.241018,,,,,,0
387,548,"GENEVA ST + SCOTT ST",,43.185158,-79.241115,,,,,,0
388,549,"GENEVA ST + EDWARD AV",,43.186487,-79.241193,,,,,,0
389,550,"GENEVA ST + THOMPSON AVE",,43.189228,-79.241345,,,,,,0
390,551,"GENEVA ST + MILLWARD AVE",,43.191930,-79.241495,,,,,,0
391,552,"GENEVA ST + LINWELL RD",,43.193980,-79.241598,,,,,,0
392,553,"GENEVA ST + ST COLUMBA DR",,43.195760,-79.241710,,,,,,0
393,554,"GENEVA ST + GLEN PARK RD",,43.197502,-79.241790,,,,,,0
394,555,"GENEVA ST + GUY RD",,43.199210,-79.241893,,,,,,0
395,556,"GENEVA ST + 580 GENEVA ST",,43.201102,-79.242005,,,,,,0
396,1281,"GENEVA  ST + DRAPER DR",,43.202818,-79.242100,,,,,,0
397,558,"GENEVA ST + LAKESHORE RD",,43.204423,-79.242163,,,,,,0
398,499,"LAKESHORE RD + STANLEY ST",,43.211138,-79.229630,,,,,,0
399,500,"LAKESHORE RD + BRADMON DR",,43.212117,-79.227525,,,,,,0
401,502,"LAKESHORE RD + ARTHUR ST",,43.213460,-79.222312,,,,,,0
403,495,"259 LAKESHORE RD",,43.212743,-79.225975,,,,,,0
404,496,"LAKESHORE RD + WILCHER DR",,43.212022,-79.228113,,,,,,0
405,497,"LAKESHORE RD + STANLEY ST",,43.210980,-79.230218,,,,,,0
406,562,"GENEVA ST + LAKESHORE RD",,43.203930,-79.242290,,,,,,0
407,563,"GENEVA ST + GLENHOLME DR",,43.200537,-79.242083,,,,,,0
408,564,"557 GENEVA ST",,43.198685,-79.241980,,,,,,0
409,565,"GENEVA ST + ST COLUMBA DR",,43.196348,-79.241838,,,,,,0
410,566,"GENEVA ST + PARNALL SCHOOL",,43.194497,-79.241767,,,,,,0
412,568,"GENEVA ST + MILLWARD AVE",,43.191493,-79.241607,,,,,,0
413,569,"GENEVA ST + THOMPSON AVE",,43.188585,-79.241440,,,,,,0
414,570,"GENEVA ST + OVERHOLT ST",,43.185953,-79.241288,,,,,,0
415,571,"GENEVA ST + SCOTT ST",,43.184055,-79.241225,,,,,,0
416,572,"GENEVA ST + 359 GENEVA ST",,43.182338,-79.241122,,,,,,0
417,573,"GENEVA ST + KIWANAS APTS",,43.179390,-79.240972,,,,,,0
418,1237,"FAIRVIEW MALL + CIBC BANK",,43.176577,-79.242378,,,,,,0
419,1063,"GENEVA ST + NORTH SERVICE RD",,43.175900,-79.240837,,,,,,0
420,574,"GENEVA ST + ATWOOD ST",,43.174008,-79.240725,,,,,,0
421,576,"GENEVA ST + LINWOOD ST",,43.172808,-79.240685,,,,,,0
422,577,"GENEVA ST + JUNKIN ST",,43.171402,-79.240622,,,,,,0
423,578,"GENEVA ST + RUSSELL AVE",,43.170107,-79.240605,,,,,,0
424,579,"GENEVA ST + DACOTAH ST",,43.168565,-79.240518,,,,,,0
425,1344,"GENEVA ST + MAPLE STREET",,43.167247,-79.240447,,,,,,0
426,580,"GENEVA ST + WELLAND AVE",,43.166053,-79.240383,,,,,,0
427,581,"GENEVA ST + CHURCH ST",,43.163773,-79.240272,,,,,,0
428,582,"CHURCH ST + COURT ST",,43.162729,-79.244070,,,,,,0
429,610,"QUEENSTON ST + OAKDALE AVE",,43.163375,-79.231943,,,,,,0
430,1190,"QUEENSTON ST + PRINCE ST",,43.162683,-79.229153,,,,,,0
431,612,"QUEENSTON ST + RICHMOND AV",,43.161890,-79.225895,,,,,,0
432,613,"QUEENSTON ST + CLAYBURN AVE",,43.161428,-79.223630,,,,,,0
433,1191,"QUEENSTON ST + RAVINE RD",,43.160515,-79.219903,,,,,,0
434,1192,"QUEENSTON ST + TUFFORD MANOR",,43.160013,-79.218425,,,,,,0
435,1194,"QUEENSTON ST + LORNE ST",,43.159568,-79.217240,,,,,,0
436,616,"QUEENSTON ST + CAMERON RD",,43.158877,-79.215302,,,,,,0
437,617,"HARTZEL RD + LINCOLN AVE",,43.155483,-79.214523,,,,,,0
438,1195,"HARTZEL RD + THORNCLIFF DR",,43.153577,-79.214492,,,,,,0
439,1196,"HARTZEL RD + BURNESS DR",,43.151582,-79.214427,,,,,,0
440,620,"HARTZEL RD + ADMIRAL RD",,43.148992,-79.214363,,,,,,0
441,1197,"MERRITT ST + ROCKWOOD AV",,43.146010,-79.214173,,,,,,0
443,213,"MERRITT ST + ELM LANE",,43.142648,-79.214062,,,,,,0
444,623,"MERRITT ST + BESSEY ST",,43.135727,-79.211360,,,,,,0
445,1078,"99 MERRITT ST",,43.136298,-79.204890,,,,,,0
447,625,"MERRITT ST + MAPLECREST AVE",,43.134583,-79.200663,,,,,,0
448,1223,"FRONT  ST + TOWNLINE RD E",,43.133137,-79.199940,,,,,,0
449,627,"FRONT ST + ST DAVIDS RD",,43.129822,-79.200750,,,,,,0
451,628,"ORMOND ST N + BROCK ST",,43.131308,-79.199327,,,,,,0
453,629,"MERRITT ST + MAPLECREST AVE",,43.134710,-79.200940,,,,,,0
455,631,"MERRITT ST + BESSEY ST",,43.135862,-79.211702,,,,,,0
456,632,"GLENDALE AVE + MERRITT ST",,43.137363,-79.212910,,,,,,0
457,633,"GLENDALE AVE + BESSEY ST",,43.138278,-79.210637,,,,,,0
458,634,"GLENDALE AVE + KEELE ST",,43.139688,-79.206883,,,,,,0
459,635,"GLENDALE AVE + METRO COLLISION",,43.140622,-79.204405,,,,,,0
460,636,"WEMBLY DR + GLENDALE AVE",,43.142300,-79.202077,,,,,,0
461,637,"WEMBLY DR + ST AUGUSTINE DR",,43.143372,-79.202777,,,,,,0
462,638,"ST AUGUSTINE DR + WOODROW ST",,43.144143,-79.201608,,,,,,0
463,639,"WOODROW ST + GREEN MAPLE DR",,43.145940,-79.202102,,,,,,0
464,640,"WOODROW ST + STONEGATE DR",,43.147218,-79.202140,,,,,,0
466,1198,"ROCKWOOD AVE + CARRIAGE RD",,43.149380,-79.205400,,,,,,0
467,644,"ROCKWOOD AVE + FERNDALE AVE",,43.147172,-79.211877,,,,,,0
468,645,"ROCKWOOD AVE + GROVE AVE",,43.146598,-79.213577,,,,,,0
469,1199,"HARTZEL RD + ADMIRAL RD",,43.148458,-79.214220,,,,,,0
470,647,"HARTZEL RD + DUNVEGAN RD",,43.150898,-79.214317,,,,,,0
471,648,"HARTZEL RD + ALEXANDRA BLVD",,43.152535,-79.214348,,,,,,0
472,649,"HARTZEL RD + OAKWOOD AVE",,43.153998,-79.214403,,,,,,0
474,651,"QUEENSTON ST + CAMERON RD",,43.158994,-79.215267,,,,,,0
475,652,"QUEENSTON ST + MARMORA ST",,43.159800,-79.217598,,,,,,0
476,653,"QUEENSTON ST + GRANTHAM AVE S",,43.160645,-79.220112,,,,,,0
477,654,"QUEENSTON ST + WILLS ST",,43.161563,-79.224115,,,,,,0
480,657,"QUEENSTON ST + VINE ST S",,43.163058,-79.230235,,,,,,0
481,659,"CHURCH ST + QUEENSTON ST",,43.163773,-79.235583,,,,,,0
482,660,"CHURCH ST + NIAGARA ST",,43.164012,-79.238348,,,,,,0
484,458,"KING ST + CHURCH ST",,43.162820,-79.242195,,,,,,0
486,264,"CATHERINE ST + HETHERINGTON ST",,43.166085,-79.245628,,,,,,0
488,266,"CATHERINE ST + RUSSELL AVE",,43.169722,-79.245833,,,,,,0
489,267,"RUSSELL AVE + GEORGE ST",,43.170273,-79.247265,,,,,,0
490,268,"RUSSELL AVE + HENRY ST",,43.170233,-79.249142,,,,,,0
491,1214,"RUSSELL AV + LAKE ST",,43.170218,-79.250373,,,,,,0
492,270,"LAKE-CARLTON PLAZA",,43.171642,-79.252188,,,,,,0
493,271,"CARLTON ST + YORK ST",,43.170988,-79.253982,,,,,,0
494,272,"CARLTON ST + TAYLOR AVE",,43.170337,-79.255768,,,,,,0
495,273,"CARLTON ST + SHAKESPEARE AV",,43.169662,-79.257453,,,,,,0
496,274,"HAIG ST + CARLTON ST",,43.169837,-79.258828,,,,,,0
497,275,"HAIG ST + BYRON PL",,43.170862,-79.258868,,,,,,0
498,276,"HAIG ST + ALICE ST",,43.172340,-79.258917,,,,,,0
499,277,"HAIG ST + PERRY ST",,43.173557,-79.258995,,,,,,0
500,278,"HAIG ST + VENTURA DR",,43.174978,-79.259043,,,,,,0
501,279,"HAIG ST + CAYUGA ST",,43.176012,-79.259107,,,,,,0
502,280,"CAYUGA ST + MARGERY AVE",,43.176783,-79.256063,,,,,,0
503,281,"CAYUGA ST + THORNDALE AVE",,43.176417,-79.253130,,,,,,0
504,282,"SPRINGDALE AV + THORNDALE AV",,43.175320,-79.252607,,,,,,0
505,283,"SPRINGDALE AV + MOHAWK DR",,43.175360,-79.251685,,,,,,0
506,284,"NORTH SERVICE RD + YMCA DR",,43.178880,-79.250325,,,,,,0
507,1230,"WOOD ST + GENEVA ST",,43.179112,-79.240153,,,,,,0
508,1061,"WOOD ST + GREENMEADOW CT",,43.178403,-79.237903,,,,,,0
509,1064,"WOOD ST + CARLTON ST",,43.177157,-79.235512,,,,,,0
510,663,"CARLTON ST + ROLLS AVE",,43.177838,-79.232932,,,,,,0
511,664,"VINE ST + CARLTON ST",,43.179118,-79.230465,,,,,,0
512,665,"VINE ST + HILL PARK LANE",,43.181360,-79.230545,,,,,,0
513,666,"VINE ST + ALLAN DR",,43.183697,-79.230640,,,,,,0
514,667,"VINE ST + OLD PINE TRAIL",,43.185715,-79.230712,,,,,,0
515,668,"VINE ST + SCOTT ST",,43.187662,-79.230790,,,,,,0
516,669,"VINE ST + 398 VINE ST",,43.189292,-79.230847,,,,,,0
517,670,"VINE ST + DENSGROVE DR",,43.191390,-79.230973,,,,,,0
518,671,"VINE ST + REGENT DR",,43.192590,-79.231022,,,,,,0
519,672,"VINE ST + SOUTHDALE DR",,43.195475,-79.231165,,,,,,0
520,673,"VINE ST + LINWELL RD",,43.198113,-79.231243,,,,,,0
521,674,"VINE ST + ROSEMOUNT AVE",,43.199647,-79.231332,,,,,,0
522,675,"VINE ST + GLENVIEW AVE",,43.202445,-79.231418,,,,,,0
523,676,"VINE ST + PRESTON DR",,43.204050,-79.231507,,,,,,0
525,678,"VINE ST + PARNELL RD",,43.206743,-79.231593,,,,,,0
526,681,"VINE ST + PARNELL RD",,43.206680,-79.231785,,,,,,0
529,684,"VINE ST + GLENVIEW AVE",,43.201968,-79.231610,,,,,,0
530,685,"VINE ST + ROSEMOUNT AVE",,43.199687,-79.231482,,,,,,0
531,686,"VINE ST + LINWELL RD",,43.197907,-79.231403,,,,,,0
532,687,"VINE ST + TRACEY RD",,43.195380,-79.231292,,,,,,0
534,689,"VINE ST + DENSGROVE DR",,43.191413,-79.231108,,,,,,0
535,690,"VINE ST + SCOTT ST",,43.189197,-79.231037,,,,,,0
536,691,"VINE ST + 385 VINE ST",,43.186740,-79.230942,,,,,,0
537,692,"VINE ST + NELLO ST",,43.184882,-79.230862,,,,,,0
538,693,"VINE ST + WESTFIELD DR",,43.183243,-79.230783,,,,,,0
539,694,"VINE ST + HILL PARK LANE",,43.180685,-79.230687,,,,,,0
540,695,"VINE ST + CARLTON ST",,43.178848,-79.230640,,,,,,0
541,696,"CARLTON ST + 321 CARLTON ST",,43.178260,-79.232087,,,,,,0
542,697,"CARLTON ST + STANMARY DR",,43.177577,-79.234033,,,,,,0
543,698,"CARLTON ST + WOOD ST",,43.176965,-79.235758,,,,,,0
544,699,"CARLTON ST + GROTE ST",,43.175535,-79.240065,,,,,,0
545,286,"YMCA DR + HOME DEPOT",,43.179373,-79.246932,,,,,,0
546,322,"SPRINGDALE AV + THORNDALE AV",,43.175265,-79.252653,,,,,,0
547,323,"CAYUGA ST + THORNDALE AV",,43.176385,-79.253195,,,,,,0
548,324,"CAYUGA ST + MARGERY AV",,43.176727,-79.255705,,,,,,0
549,325,"CAYUGA ST + HAIG ST",,43.176235,-79.258957,,,,,,0
550,326,"HAIG ST + VENTURA DR",,43.174860,-79.259067,,,,,,0
551,327,"HAIG ST + PERRY ST",,43.173732,-79.258995,,,,,,0
552,328,"HAIG ST + VENTURA DR",,43.172188,-79.258957,,,,,,0
553,329,"HAIG ST + BYRON PL",,43.170807,-79.258877,,,,,,0
554,330,"HAIG ST + CARLTON ST",,43.169185,-79.258773,,,,,,0
555,331,"CARLTON ST + SHAKESPEARE AV",,43.169662,-79.257048,,,,,,0
556,332,"CARLTON ST + TAYLOR AVE",,43.170155,-79.255808,,,,,,0
557,333,"CARLTON ST + YORK ST",,43.171122,-79.253267,,,,,,0
558,334,"CARLTON ST + WILSON ST",,43.171688,-79.251728,,,,,,0
559,336,"RUSSELL AVE + HENRY ST",,43.170130,-79.249173,,,,,,0
560,337,"RUSSELL AVE + GEORGE ST",,43.170195,-79.247115,,,,,,0
561,338,"CATHERINE ST + RUSSELL AVE",,43.169923,-79.245812,,,,,,0
562,339,"CATHERINE ST + BEECH ST",,43.167382,-79.245652,,,,,,0
563,340,"CATHERINE ST + ALBERT ST",,43.165497,-79.245557,,,,,,0
564,341,"CATHERINE ST + WELLAND AVE",,43.164233,-79.245485,,,,,,0
565,700,"SCOTT ST + LAKE ST",,43.181248,-79.251033,,,,,,0
566,701,"SCOTT ST + NIHAN DR",,43.182028,-79.248838,,,,,,0
567,702,"SCOTT ST + SECORD DR",,43.182537,-79.247393,,,,,,0
568,703,"SCOTT ST + JOHN PAGE PARK",,43.183037,-79.245867,,,,,,0
569,704,"SCOTT ST + 198 SCOTT ST",,43.183713,-79.243800,,,,,,0
570,705,"SCOTT ST + GENEVA ST",,43.184778,-79.240637,,,,,,0
571,706,"SCOTT ST + ELSE ST",,43.185572,-79.238397,,,,,,0
572,707,"SCOTT ST + BONAVEM DR",,43.186263,-79.236442,,,,,,0
573,708,"SCOTT ST + VINE ST",,43.187495,-79.232913,,,,,,0
574,709,"SCOTT ST + GRANTHAM PLAZA",,43.188608,-79.229750,,,,,,0
576,711,"SCOTT ST + NIAGARA ST",,43.190405,-79.224790,,,,,,0
577,712,"SCOTT ST + JUBILEE DR",,43.191135,-79.222788,,,,,,0
578,713,"SCOTT ST + GRANTHAM AVE",,43.191637,-79.221357,,,,,,0
579,714,"SCOTT ST + EDINBURGH DR",,43.192685,-79.218393,,,,,,0
580,715,"SCOTT ST + CANADIAN MARTYRS SCHOOL",,43.193583,-79.215842,,,,,,0
581,716,"SCOTT ST + TAVISTOCK RD",,43.194203,-79.214030,,,,,,0
582,717,"SCOTT ST + BUNTING RD",,43.195077,-79.211478,,,,,,0
583,718,"SCOTT ST + ST LAWRENCE DR",,43.196222,-79.208292,,,,,,0
584,719,"SCOTT ST + WELLAND CANALS PKWY",,43.196873,-79.206463,,,,,,0
585,720,"DUNKELD AVE + 87 DUNKELD AVE",,43.195207,-79.205432,,,,,,0
586,721,"DUNKELD AVE + DUNBLANE AVE",,43.193313,-79.205303,,,,,,0
587,722,"DUNKELD AVE + 47 DUNKELD AVE",,43.191740,-79.205145,,,,,,0
588,723,"DUNKELD AVE + DUNELM DR",,43.189665,-79.204970,,,,,,0
590,725,"DUNKELD AVE + JENNIFER CR",,43.186160,-79.204787,,,,,,0
591,726,"RENDALE AVE + DORCHESTER BL",,43.184158,-79.204867,,,,,,0
592,727,"RENDALE AVE + ANCASTER BL",,43.184055,-79.202690,,,,,,0
593,728,"RENDALE AVE + CUSHMAN RD",,43.184127,-79.200575,,,,,,0
595,730,"CUSHMAN RD + WELLAND AVE",,43.180597,-79.200012,,,,,,0
599,1253,"WELLAND AVE + BRIARFIELD PLAZA",,43.176862,-79.209532,,,,,,0
600,735,"WELLAND AVE + NEILSON AVE",,43.174190,-79.216870,,,,,,0
604,744,"CARLTON ST + OBLATE ST",,43.181170,-79.223917,,,,,,0
605,394,"CARLTON ST + NIAGARA ST",,43.180263,-79.226578,,,,,,0
606,746,"CARLTON ST + VINE ST",,43.178912,-79.230218,,,,,,0
607,158,"ST PAUL ST W + MEMORIAL PARK",,43.154618,-79.246090,,,,,,0
608,159,"ST PAUL ST W + HENRIETTA ST",,43.150112,-79.248393,,,,,,0
609,160,"ST PAUL ST W + MCDONALD ST",,43.149030,-79.250095,,,,,,0
610,747,"ST PAUL ST W + DEXTER ST",,43.148077,-79.251987,,,,,,0
611,748,"ST PAUL ST W + GREAT WESTERN ST",,43.147528,-79.253210,,,,,,0
612,749,"ST PAUL ST W + MERIGOLD ST",,43.146638,-79.255578,,,,,,0
613,750,"ST PAUL ST W + LLOYD ST",,43.146185,-79.256850,,,,,,0
614,751,"ST PAUL ST W + EDITH ST",,43.145367,-79.259227,,,,,,0
615,178,"LOUTH ST + 230 LOUTH ST",,43.147123,-79.260037,,,,,,0
616,179,"LOUTH ST + RIDLEY RD",,43.149062,-79.260100,,,,,,0
617,1283,"LOUTH ST + CRESTCOMBE RD",,43.151033,-79.260195,,,,,,0
618,180,"LOUTH ST + VINTAGE CR",,43.152162,-79.262715,,,,,,0
620,1215,"BENFIELD DR + BENFIELD INDUSTRIAL PLAZA",,43.150502,-79.263462,,,,,,0
621,182,"BENFIELD DR + LOUTH ST",,43.151837,-79.262977,,,,,,0
622,183,"LOUTH ST + RIDLEY RD",,43.149365,-79.260228,,,,,,0
623,184,"LOUTH ST + ST PAUL ST W",,43.145597,-79.260045,,,,,,0
624,752,"ST PAUL ST W + LOUTH ST",,43.145010,-79.260467,,,,,,0
625,753,"ST PAUL ST W + SEYMOUR-HANNAH ARENA",,43.143960,-79.262350,,,,,,0
626,754,"ST PAUL ST W + FREDERICK ST",,43.143722,-79.264448,,,,,,0
627,755,"VANSICKLE RD + ST PAUL ST W",,43.142705,-79.270217,,,,,,0
628,756,"VANSICKLE RD + METEOR ST",,43.140377,-79.270090,,,,,,0
629,757,"VANSICKLE RD + STRADA BLVD",,43.138350,-79.270003,,,,,,0
630,758,"VANSICKLE RD + RYKERT ST",,43.136427,-79.269915,,,,,,0
631,759,"VANSICKLE RD + BRIARWOOD DR",,43.133447,-79.269843,,,,,,0
633,770,"MACTURNBULL DR + VANSICKLE RD",,43.131737,-79.269367,,,,,,0
